"","TitleLong","Week","Title","Vote","Count"
"265"," [Night at the Museum (2006, 1:49)]","2021-10-11","NightAtTheMuseum","I do not love this film but would still show up",8
"266"," [Night at the Museum (2006, 1:49)]","2022-01-10","NightAtTheMuseum","I do not love this film but would still show up",7
"267"," [Nine To Five (1980, 1:49)]","2020-11-09","NineToFive","I do not love this film but would still show up",5
"268"," [Now You See Me 2 (2016, 2:09)]","2021-11-29","NowYouSeeMe2","I do not love this film but would still show up",3
"269"," [Ocean's Eight (2018, 1:50)]","2020-09-28","OceansEight","I do not love this film but would still show up",5
"270"," [Ocean's Eight (2018, 1:50)]","2020-10-05","OceansEight","I do not love this film but would still show up",7
"271"," [Office Space (1999, 1:27)]","2021-02-15","OfficeSpace","I do not love this film but would still show up",11
"272"," [Orgazmo (1997, 1:35)]","2022-01-17","Orgazmo","I do not love this film but would still show up",7
"273"," [Out Of Sight (1998, 1:57)]","2021-12-13","OutOfSight","I do not love this film but would still show up",6
"274"," [Paris Is Burning (1990, 1:17)]","2021-06-07","ParisIsBurning","I do not love this film but would still show up",1
"275"," [Party Monster (2003, 1:34)]","2021-03-01","PartyMonster","I do not love this film but would still show up",5
"276"," [Pete's Dragon (1977, 2:09)]","2020-12-07","PetesDragon","I do not love this film but would still show up",5
"277"," [Phantom of the Paradise (1974, 1:32)]","2021-07-19","PhantomOfTheParadise","I do not love this film but would still show up",4
"278"," [Phantom of the Paradise (1974, 1:32)]","2021-07-26","PhantomOfTheParadise","I do not love this film but would still show up",5
"279"," [Pig (2021, 1:32)]","2021-08-02","Pig","I do not love this film but would still show up",5
"280"," [Pig (2021, 1:32)]","2022-02-07","Pig","I do not love this film but would still show up",4
"281"," [Pink Flamingos (1972, 1:43)]","2022-01-24","PinkFlamingos","I do not love this film but would still show up",5
"282"," [Pirate Radio: The Boat That Rocked (2009, 1:57)]","2021-07-12","PirateRadio","I do not love this film but would still show up",3
"283"," [Pirates of the Carribean (2003, 2:14)]","2021-08-30","PiratesOfTheC","I do not love this film but would still show up",7
"284"," [Pirates of the Carribean (2003, 2:14)]","2021-09-06","PiratesOfTheC","I do not love this film but would still show up",9
"285"," [Pitch Perfect (2012, 1:52)]","2021-06-28","PitchPerfect","I do not love this film but would still show up",7
"286"," [Pitch Perfect (2012, 1:52)]","2021-07-12","PitchPerfect","I do not love this film but would still show up",6
"287"," [Pleasantville (1998, 2:05)]","2021-01-18","Pleasantville","I do not love this film but would still show up",5
"288"," [Pleasantville (1998, 2:05)]","2021-01-25","Pleasantville","I do not love this film but would still show up",5
"289"," [Pleasantville (1998, 2:05)]","2021-02-01","Pleasantville","I do not love this film but would still show up",6
"290"," [Pleasantville (1998, 2:05)]","2021-02-08","Pleasantville","I do not love this film but would still show up",8
"291"," [Point Break (1991, 2:02)]","2021-04-12","PointBreak","I do not love this film but would still show up",4
"292"," [Point Break (1991, 2:02)]","2021-04-26","PointBreak","I do not love this film but would still show up",10
"293"," [Pokemon: Detective Pikachu (2019, 1:44)]","2021-06-28","DetectivePikachu","I do not love this film but would still show up",5
"294"," [Porco Rosso (1992, 1:33)]","2021-09-06","PorcoRosso","I do not love this film but would still show up",7
"295"," [Porco Rosso (1992, 1:33)]","2021-09-20","PorcoRoss","I do not love this film but would still show up",5
"296"," [Porco Rosso (1992, 1:33)]","2021-09-27","PorcoRoss","I do not love this film but would still show up",7
"297"," [Postcards from the Edge (1990, 1:42)]","2021-05-10","Postcards","I do not love this film but would still show up",4
"298"," [Power Rangers (2017, 2:04)]","2021-08-23","PowerRangers","I do not love this film but would still show up",5
"299"," [Power Rangers (2017, 2:04)]","2021-08-30","PowerRangers","I do not love this film but would still show up",6
"300"," [Practical Magic (1998, 1:44)]","2020-10-12","PracticalMagic","I do not love this film but would still show up",7
"301"," [Practical Magic (1998, 1:44)]","2020-10-19","PracticalMagic","I do not love this film but would still show up",9
"302"," [Prom: The Musical (2020, 2:12)]","2021-01-04","PromTheMusical","I do not love this film but would still show up",8
"303"," [Psycho Goreman (2020, 1:35)]","2021-10-25","PsychoGorman","I do not love this film but would still show up",8
"304"," [Pump Up The Volume (1990, 1:42)]","2020-11-23","PumpUpTheVolume","I do not love this film but would still show up",8
"305"," [Pump Up The Volume (1990, 1:42)]","2021-02-22","PumpUpVolume","I do not love this film but would still show up",2
"306"," [Pump Up The Volume (1990, 1:42)]","2021-03-01","PumpUpTheVolume","I do not love this film but would still show up",7
"307"," [Pump Up The Volume (1990, 1:42)]","2021-07-12","PumpUpTheVolume","I do not love this film but would still show up",3
"308"," [Queen of the Damned (2002, 1:41)]","2021-11-01","QueenOfTheDamned","I do not love this film but would still show up",9
"309"," [R.I.P.D. (2013, 1:36)]","2021-03-22","RIPD","I do not love this film but would still show up",3
"310"," [Rare Exports (2010, 1:22)]","2021-12-20","RareExports","I do not love this film but would still show up",6
"311"," [Recorder: The Marian Stokes Project (2019, 1:28)]","2021-08-16","Recorder","I do not love this film but would still show up",7
"312"," [Recorder.The.Marian.Stokes.Project (2019)]","2021-09-13","Recorder","I do not love this film but would still show up",7
"313"," [RED (2010, 1:51)]","2021-03-08","RED","I do not love this film but would still show up",3
"314"," [Repo the Genetic Opera (2008, 1:38)]","2021-01-18","Repo","I do not love this film but would still show up",3
"315"," [Rob Gets a Different Butt (except it's actually The World’s End) (2013, 1:49)]","2021-03-15","DifferentButt","I do not love this film but would still show up",5
"316"," [Robin Hood: Men in Tights (1993, 1:44)]","2021-01-04","MenInTights","I do not love this film but would still show up",5
"317"," [Robin Hood: Men in Tights (1993, 1:44)]","2022-01-10","MenInTights","I do not love this film but would still show up",6
"318"," [Robin Hood: Men in Tights (1993, 1:44)]","2022-02-07","RobinHoodMIT","I do not love this film but would still show up",6
"319"," [Robin Hood: Men in Tights (1993,1:44)]","2020-09-21","MenInTights","I do not love this film but would still show up",9
"320"," [Robocop (1987, 1:43)]","2021-02-08","Robocop","I do not love this film but would still show up",8
"321"," [Romeo + Juliet (1996, 2:00)]","2020-12-07","RomeoAndJuliet","I do not love this film but would still show up",7
"322"," [Romeo + Juliet (1996, 2:00)]","2021-01-04","RomeoPlusJuliet","I do not love this film but would still show up",7
"323"," [Romeo + Juliet (1996, 2:00)]","2021-05-03","RomeoAndJuliet","I do not love this film but would still show up",5
"324"," [Ronin (1998, 2:02)]","2021-05-10","Ronin","I do not love this film but would still show up",6
"325"," [Ronin (1998, 2:02)]","2021-05-24","Ronin","I do not love this film but would still show up",5
"326"," [Row 1]","2021-05-10","Row1","I do not love this film but would still show up",3
"327"," [Row 1]","2022-02-07","Row1","I do not love this film but would still show up",8
"328"," [Run Lola Run (1998, 1:20)]","2021-08-09","RunLolaRun","I do not love this film but would still show up",5
"329"," [Run Lola Run (1998, 1:20)]","2021-08-23","RunLolaRun","I do not love this film but would still show up",7
"330"," [Run Lola Run (1998, 1:20)]","2021-08-30","RunLolaRun","I do not love this film but would still show up",6
"331"," [Rush Hour (1998, 1:38)]","2021-05-03","RushHour","I do not love this film but would still show up",6
"332"," [Rush Hour (1998, 1:38)]","2021-05-17","RushHour","I do not love this film but would still show up",6
"333"," [Rush Hour (1998, 1:38)]","2021-05-31","RushHour","I do not love this film but would still show up",10
"334"," [Scooby-Doo (2002, 1:27)]","2021-10-18","ScoobyDoo","I do not love this film but would still show up",8
"335"," [Scooby-Doo (2002, 1:27)]","2021-11-08","ScoobyDoo","I do not love this film but would still show up",6
"336"," [Scooby-Doo (2002, 1:27)]","2022-01-31","ScoobyDoo","I do not love this film but would still show up",4
"337"," [Scotty.and.the.Secret.History.of.Hollywood (2017)]","2021-09-13","Scotty","I do not love this film but would still show up",5
"338"," [Serial Mom (1994, 1:34)]","2022-01-24","SerialMom","I do not love this film but would still show up",5
"339"," [Shadow in the Cloud (2020, 1:23)]","2021-01-11","ShadowCloud","I do not love this film but would still show up",5
"340"," [Shaun of the Dead but in a Pub (2013, 1:49)]","2021-03-15","ShaunButInAPub","I do not love this film but would still show up",6
"341"," [Shrek (2001, 1:30)]","2020-11-09","Shrek","I do not love this film but would still show up",8
"342"," [Single All The Way (2021, 1:42)]","2021-12-20","SingleAllTheWay","I do not love this film but would still show up",3
"343"," [Sister Act (1992, 1:40)]","2020-11-02","SisterAct","I do not love this film but would still show up",3
"344"," [Sister Act 2 (1993, 1:47)]","2020-11-09","SisterAct2","I do not love this film but would still show up",6
"345"," [Sister Act 2 (1993, 1:47)]","2020-11-16","SisterAct2","I do not love this film but would still show up",9
"346"," [Sister Act 2 (1993, 1:47)]","2020-11-23","SisterAct2","I do not love this film but would still show up",9
"347"," [Sister Act 2 (1993, 1:47)]","2020-11-30","SisterAct2","I do not love this film but would still show up",7
"348"," [SLC Punk (1998, 1:38)]","2022-01-31","SLCPunk","I do not love this film but would still show up",6
"349"," [Sleeping with Other People (2015, 1:41)]","2021-11-08","SleepingWOtherPpl","I do not love this film but would still show up",6
"350"," [Sleeping with Other People (2015, 1:41)]","2021-11-15","SleepingWOtherPpl","I do not love this film but would still show up",8
"351"," [Sleeping with Other People (2015, 1:41)]","2021-11-22","SleepingWOtherPpl","I do not love this film but would still show up",7
"352"," [Snakes on a Plane (2006, 1:46)]","2021-12-06","SnakesOnAPlane","I do not love this film but would still show up",6
"353"," [Snatched (2017, 1:25)]","2020-10-05","Snatched","I do not love this film but would still show up",6
"354"," [Snowpiercer (2013, 2:06)]","2021-03-01","Snowpiercer","I do not love this film but would still show up",6
"355"," [Solarbabies (1986, 1:34)]","2021-01-18","Solarbabies","I do not love this film but would still show up",9
"356"," [Sonic the Hedgehog (2020, 1:39)]","2020-11-23","SonicTheHedgehog","I do not love this film but would still show up",7
"357"," [Sonic the Hedgehog (2020, 1:39)]","2021-01-25","Sonic","I do not love this film but would still show up",4
"358"," [Sonic the Hedgehog (2020, 1:39)]","2021-02-01","Sonic","I do not love this film but would still show up",10
"359"," [Sonic the Hedgehog (2020, 1:39)]","2021-04-05","SonicTheHedgehog","I do not love this film but would still show up",5
"360"," [Sonic the Hedgehog (2020, 1:39)]","2021-08-09","SonicTheHedgehog","I do not love this film but would still show up",7
"361"," [Sorry to Bother You (2018, 1:51)]","2021-02-08","SorryToBotherYou","I do not love this film but would still show up",6
"362"," [Space Jam (1996, 1:29)]","2021-02-15","SpaceJam","I do not love this film but would still show up",6
"363"," [Space Jam (1996, 1:29)]","2021-03-29","SpaceJam","I do not love this film but would still show up",6
"364"," [Space Jam (1996, 1:29)]","2021-04-05","SpaceJam","I do not love this film but would still show up",6
"365"," [Spaceballs (1987, 1:36)]","2021-05-10","Spaceballs","I do not love this film but would still show up",4
"366"," [Spaceballs (1987, 1:36)]","2021-05-17","Spaceballs","I do not love this film but would still show up",5
"367"," [Speed (1994, 1:56) -]","2021-03-22","Speed","I do not love this film but would still show up",9
"368"," [Speed (1994, 1:56)]","2020-09-28","Speed","I do not love this film but would still show up",5
"369"," [Speed (1994, 1:56)]","2020-10-05","Speed","I do not love this film but would still show up",5
"370"," [Speed (1994, 1:56)]","2021-03-08","Speed","I do not love this film but would still show up",7
"371"," [Speed (1994, 1:56)]","2021-03-29","Speed","I do not love this film but would still show up",6
"372"," [Speed (1994, 1:56)]","2021-04-05","Speed","I do not love this film but would still show up",5
"373"," [Speed Racer (2008, 2:15)]","2020-12-07","SpeedRacer","I do not love this film but would still show up",2
"374"," [Spy Kids (2001, 1:31)]","2021-11-15","SpyKids","I do not love this film but would still show up",7
"375"," [St Trinian's (2007, 1:41)]","2021-10-11","StTrinians","I do not love this film but would still show up",6
"376"," [St Trinian's 2: The Legend of Fritton's Gold (2009, 1:45)]","2021-10-18","StTrinians2","I do not love this film but would still show up",4
"377"," [Star Trek IV: The Voyage Home (1986, 1:59)]","2022-01-03","StarTrekIV","I do not love this film but would still show up",5
