Column,TitleLong,Week,Title,Vote,Count,SpecialWeek,ExtraRow
1516," [Labyrinth (1986, 1:41)]",2021-02-15,Labyrinth,I would REALLY LIKE to watch this film,5,,
242," [Matilda (1996, 1:38)]",2021-02-15,Matilda,I do not love this film but would still show up,7,,
893," [Matilda (1996, 1:38)]",2021-02-15,Matilda,I would NOT come to watch this film,5,,
1544," [Matilda (1996, 1:38)]",2021-02-15,Matilda,I would REALLY LIKE to watch this film,4,,
271," [Office Space (1999, 1:27)]",2021-02-15,OfficeSpace,I do not love this film but would still show up,11,,
922," [Office Space (1999, 1:27)]",2021-02-15,OfficeSpace,I would NOT come to watch this film,2,,
1573," [Office Space (1999, 1:27)]",2021-02-15,OfficeSpace,I would REALLY LIKE to watch this film,3,,
362," [Space Jam (1996, 1:29)]",2021-02-15,SpaceJam,I do not love this film but would still show up,6,,
1013," [Space Jam (1996, 1:29)]",2021-02-15,SpaceJam,I would NOT come to watch this film,4,,
1664," [Space Jam (1996, 1:29)]",2021-02-15,SpaceJam,I would REALLY LIKE to watch this film,6,,
53," [Bubba Ho-Tep (2002, 1:36)]",2021-02-22,Bubba Ho-Tep,I do not love this film but would still show up,8,,
704," [Bubba Ho-Tep (2002, 1:36)]",2021-02-22,Bubba Ho-Tep,I would NOT come to watch this film,3,,
1355," [Bubba Ho-Tep (2002, 1:36)]",2021-02-22,Bubba Ho-Tep,I would REALLY LIKE to watch this film,4,,
76," [Constantine (2005, 2:00)]",2021-02-22,Constantine,I do not love this film but would still show up,3,,
727," [Constantine (2005, 2:00)]",2021-02-22,Constantine,I would NOT come to watch this film,2,,
1378," [Constantine (2005, 2:00)]",2021-02-22,Constantine,I would REALLY LIKE to watch this film,10,,
223," [Lego Batman (2017, 1:45)]",2021-02-22,LegoBatman,I do not love this film but would still show up,4,,
874," [Lego Batman (2017, 1:45)]",2021-02-22,LegoBatman,I would NOT come to watch this film,4,,
1525," [Lego Batman (2017, 1:45)]",2021-02-22,LegoBatman,I would REALLY LIKE to watch this film,7,,
237," [Margin Call (2011, 1:42)]",2021-02-22,MarginCall,I do not love this film but would still show up,6,,
888," [Margin Call (2011, 1:42)]",2021-02-22,MarginCall,I would NOT come to watch this film,6,,
1539," [Margin Call (2011, 1:42)]",2021-02-22,MarginCall,I would REALLY LIKE to watch this film,3,,
305," [Pump Up The Volume (1990, 1:42)]",2021-02-22,PumpUpTheVolume,I do not love this film but would still show up,2,,
956," [Pump Up The Volume (1990, 1:42)]",2021-02-22,PumpUpTheVolume,I would NOT come to watch this film,5,,
1607," [Pump Up The Volume (1990, 1:42)]",2021-02-22,PumpUpTheVolume,I would REALLY LIKE to watch this film,8,,
470," [The Sting (1973, 2:04)]",2021-02-22,TheSting,I do not love this film but would still show up,6,,
1121," [The Sting (1973, 2:04)]",2021-02-22,TheSting,I would NOT come to watch this film,6,,
1772," [The Sting (1973, 2:04)]",2021-02-22,TheSting,I would REALLY LIKE to watch this film,3,,
498," [Trading Places (1983, 1:56)]",2021-02-22,TradingPlaces,I do not love this film but would still show up,9,,
1149," [Trading Places (1983, 1:56)]",2021-02-22,TradingPlaces,I would NOT come to watch this film,4,,
1800," [Trading Places (1983, 1:56)]",2021-02-22,TradingPlaces,I would REALLY LIKE to watch this film,2,,
532," [WarGames (1983, 1:52)]",2021-02-22,WarGames,I do not love this film but would still show up,6,,
1183," [WarGames (1983, 1:52)]",2021-02-22,WarGames,I would NOT come to watch this film,3,,
1834," [WarGames (1983, 1:52)]",2021-02-22,WarGames,I would REALLY LIKE to watch this film,6,,
430," [The Grand Budapest Hotel (2014, 1:40)]",2021-03-01,GrandBudapestHotel,I do not love this film but would still show up,5,,
1081," [The Grand Budapest Hotel (2014, 1:40)]",2021-03-01,GrandBudapestHotel,I would NOT come to watch this film,3,,
1732," [The Grand Budapest Hotel (2014, 1:40)]",2021-03-01,GrandBudapestHotel,I would REALLY LIKE to watch this film,6,,
258," [My Cousin Rachel (2017, 1:46)]",2021-03-01,MyCousinRachel,I do not love this film but would still show up,6,,
909," [My Cousin Rachel (2017, 1:46)]",2021-03-01,MyCousinRachel,I would NOT come to watch this film,5,,
1560," [My Cousin Rachel (2017, 1:46)]",2021-03-01,MyCousinRachel,I would REALLY LIKE to watch this film,3,,
275," [Party Monster (2003, 1:34)]",2021-03-01,PartyMonster,I do not love this film but would still show up,5,,
926," [Party Monster (2003, 1:34)]",2021-03-01,PartyMonster,I would NOT come to watch this film,3,,
1577," [Party Monster (2003, 1:34)]",2021-03-01,PartyMonster,I would REALLY LIKE to watch this film,6,,
306," [Pump Up The Volume (1990, 1:42)]",2021-03-01,PumpUpTheVolume,I do not love this film but would still show up,7,,
957," [Pump Up The Volume (1990, 1:42)]",2021-03-01,PumpUpTheVolume,I would NOT come to watch this film,3,,
1608," [Pump Up The Volume (1990, 1:42)]",2021-03-01,PumpUpTheVolume,I would REALLY LIKE to watch this film,4,,
354," [Snowpiercer (2013, 2:06)]",2021-03-01,Snowpiercer,I do not love this film but would still show up,6,,
1005," [Snowpiercer (2013, 2:06)]",2021-03-01,Snowpiercer,I would NOT come to watch this film,4,,
1656," [Snowpiercer (2013, 2:06)]",2021-03-01,Snowpiercer,I would REALLY LIKE to watch this film,4,,
382," [Super Mario Bros (1993, 1:45)]",2021-03-01,SuperMarioBros,I do not love this film but would still show up,6,,
1033," [Super Mario Bros (1993, 1:45)]",2021-03-01,SuperMarioBros,I would NOT come to watch this film,3,,
1684," [Super Mario Bros (1993, 1:45)]",2021-03-01,SuperMarioBros,I would REALLY LIKE to watch this film,5,,
452," [The Mummy (1999, 2:04)]",2021-03-01,TheMummy,I do not love this film but would still show up,4,,
1103," [The Mummy (1999, 2:04)]",2021-03-01,TheMummy,I would NOT come to watch this film,1,,
1754," [The Mummy (1999, 2:04)]",2021-03-01,TheMummy,I would REALLY LIKE to watch this film,9,,
524," [Velvet Buzzsaw (2019, 1:53)]",2021-03-01,VelvetBuzzsaw,I do not love this film but would still show up,5,,
1175," [Velvet Buzzsaw (2019, 1:53)]",2021-03-01,VelvetBuzzsaw,I would NOT come to watch this film,6,,
1826," [Velvet Buzzsaw (2019, 1:53)]",2021-03-01,VelvetBuzzsaw,I would REALLY LIKE to watch this film,3,,
14," [Anaconda (1997, 1:29)]",2021-03-08,Anaconda,I do not love this film but would still show up,9,,
665," [Anaconda (1997, 1:29)]",2021-03-08,Anaconda,I would NOT come to watch this film,4,,
1316," [Anaconda (1997, 1:29)]",2021-03-08,Anaconda,I would REALLY LIKE to watch this film,3,,
431," [The Grand Budapest Hotel (2014, 1:40)]",2021-03-08,GrandBudapestHotel,I do not love this film but would still show up,11,,
1082," [The Grand Budapest Hotel (2014, 1:40)]",2021-03-08,GrandBudapestHotel,I would NOT come to watch this film,3,,
1733," [The Grand Budapest Hotel (2014, 1:40)]",2021-03-08,GrandBudapestHotel,I would REALLY LIKE to watch this film,2,,
447," [The Life Aquatic (2004, 1:59)]",2021-03-08,LifeAquatic,I do not love this film but would still show up,5,,
1098," [The Life Aquatic (2004, 1:59)]",2021-03-08,LifeAquatic,I would NOT come to watch this film,9,,
1749," [The Life Aquatic (2004, 1:59)]",2021-03-08,LifeAquatic,I would REALLY LIKE to watch this film,2,,
454," [The Neon Demon (2016, 1:58)]",2021-03-08,NeonDemon,I do not love this film but would still show up,9,,
1105," [The Neon Demon (2016, 1:58)]",2021-03-08,NeonDemon,I would NOT come to watch this film,6,,
1756," [The Neon Demon (2016, 1:58)]",2021-03-08,NeonDemon,I would REALLY LIKE to watch this film,1,,
313,"Votes [RED (2010, 1:51)]",2021-03-08,RED,I do not love this film but would still show up,3,,
964,"Votes [RED (2010, 1:51)]",2021-03-08,RED,I would NOT come to watch this film,3,,
1615,"Votes [RED (2010, 1:51)]",2021-03-08,RED,I would REALLY LIKE to watch this film,10,,
370," [Speed (1994, 1:56)]",2021-03-08,Speed,I do not love this film but would still show up,7,,
1021," [Speed (1994, 1:56)]",2021-03-08,Speed,I would NOT come to watch this film,2,,
1672," [Speed (1994, 1:56)]",2021-03-08,Speed,I would REALLY LIKE to watch this film,7,,
383," [Super Mario Bros (1993, 1:45)]",2021-03-08,SuperMarioBros,I do not love this film but would still show up,6,,
1034," [Super Mario Bros (1993, 1:45)]",2021-03-08,SuperMarioBros,I would NOT come to watch this film,3,,
1685," [Super Mario Bros (1993, 1:45)]",2021-03-08,SuperMarioBros,I would REALLY LIKE to watch this film,7,,
519," [Vampire Academy (2014, 1:44)]",2021-03-08,VampireAcademy,I do not love this film but would still show up,6,,
1170," [Vampire Academy (2014, 1:44)]",2021-03-08,VampireAcademy,I would NOT come to watch this film,2,,
1821," [Vampire Academy (2014, 1:44)]",2021-03-08,VampireAcademy,I would REALLY LIKE to watch this film,8,,
81," [Cornetto III: Did the World Even End Though (2013, 1:49)]",2021-03-15,C3DidTheWorldEvenEndTho,I do not love this film but would still show up,3,anniversary,
732," [Cornetto III: Did the World Even End Though (2013, 1:49)]",2021-03-15,C3DidTheWorldEvenEndTho,I would NOT come to watch this film,2,anniversary,
1383," [Cornetto III: Did the World Even End Though (2013, 1:49)]",2021-03-15,C3DidTheWorldEvenEndTho,I would REALLY LIKE to watch this film,3,anniversary,
315," [Rob Gets a Different Butt (except it's actually The World’s End) (2013, 1:49)]",2021-03-15,DifferentButt,I do not love this film but would still show up,5,anniversary,
966," [Rob Gets a Different Butt (except it's actually The World’s End) (2013, 1:49)]",2021-03-15,DifferentButt,I would NOT come to watch this film,0,anniversary,
1617," [Rob Gets a Different Butt (except it's actually The World’s End) (2013, 1:49)]",2021-03-15,DifferentButt,I would REALLY LIKE to watch this film,3,anniversary,
177," [Hot Fuzz but in a Pub (2013, 1:49)]",2021-03-15,HotFuzzButInAPub,I do not love this film but would still show up,7,anniversary,
828," [Hot Fuzz but in a Pub (2013, 1:49)]",2021-03-15,HotFuzzButInAPub,I would NOT come to watch this film,0,anniversary,
1479," [Hot Fuzz but in a Pub (2013, 1:49)]",2021-03-15,HotFuzzButInAPub,I would REALLY LIKE to watch this film,1,anniversary,
340," [Shaun of the Dead but in a Pub (2013, 1:49)]",2021-03-15,HotFuzzButInAPub,I do not love this film but would still show up,6,anniversary,
991," [Shaun of the Dead but in a Pub (2013, 1:49)]",2021-03-15,HotFuzzButInAPub,I would NOT come to watch this film,0,anniversary,
1642," [Shaun of the Dead but in a Pub (2013, 1:49)]",2021-03-15,HotFuzzButInAPub,I would REALLY LIKE to watch this film,2,anniversary,
481," [The World’s End But Make It A Year Ago (2013, 1:49)]",2021-03-15,MakeItAYearAgo,I do not love this film but would still show up,2,anniversary,
1132," [The World’s End But Make It A Year Ago (2013, 1:49)]",2021-03-15,MakeItAYearAgo,I would NOT come to watch this film,2,anniversary,
1783," [The World’s End But Make It A Year Ago (2013, 1:49)]",2021-03-15,MakeItAYearAgo,I would REALLY LIKE to watch this film,4,anniversary,
482," [The World’s End Starring Simon Gets Pegged (2013, 1:49)]",2021-03-15,StaringSimonGetsPegged,I do not love this film but would still show up,2,anniversary,
1133," [The World’s End Starring Simon Gets Pegged (2013, 1:49)]",2021-03-15,StaringSimonGetsPegged,I would NOT come to watch this film,0,anniversary,
1784," [The World’s End Starring Simon Gets Pegged (2013, 1:49)]",2021-03-15,StaringSimonGetsPegged,I would REALLY LIKE to watch this film,6,anniversary,
479," [The Winchester’s End (2013, 1:49)]",2021-03-15,WinchestersEnd,I do not love this film but would still show up,4,anniversary,
1130," [The Winchester’s End (2013, 1:49)]",2021-03-15,WinchestersEnd,I would NOT come to watch this film,2,anniversary,
1781," [The Winchester’s End (2013, 1:49)]",2021-03-15,WinchestersEnd,I would REALLY LIKE to watch this film,2,anniversary,
483," [The Zoom Call at the End of the World (2013, 1:49)]",2021-03-15,ZoomCallAtTheEnd,I do not love this film but would still show up,4,anniversary,
1134," [The Zoom Call at the End of the World (2013, 1:49)]",2021-03-15,ZoomCallAtTheEnd,I would NOT come to watch this film,0,anniversary,
1785," [The Zoom Call at the End of the World (2013, 1:49)]",2021-03-15,ZoomCallAtTheEnd,I would REALLY LIKE to watch this film,4,anniversary,
55," [Bubba Ho-Tep (2002, 1:36)]",2021-03-22,BubbaHoTep,I do not love this film but would still show up,8,,
706," [Bubba Ho-Tep (2002, 1:36)]",2021-03-22,BubbaHoTep,I would NOT come to watch this film,3,,
1357," [Bubba Ho-Tep (2002, 1:36)]",2021-03-22,BubbaHoTep,I would REALLY LIKE to watch this film,4,,
96," [Dark Star (1974, 1:23)]",2021-03-22,DarkStar,I do not love this film but would still show up,6,,
747," [Dark Star (1974, 1:23)]",2021-03-22,DarkStar,I would NOT come to watch this film,6,,
1398," [Dark Star (1974, 1:23)]",2021-03-22,DarkStar,I would REALLY LIKE to watch this film,3,,
309," [R.I.P.D. (2013, 1:36)]",2021-03-22,RIPD,I do not love this film but would still show up,3,,
960," [R.I.P.D. (2013, 1:36)]",2021-03-22,RIPD,I would NOT come to watch this film,3,,
1611," [R.I.P.D. (2013, 1:36)]",2021-03-22,RIPD,I would REALLY LIKE to watch this film,9,,
367," [Speed (1994, 1:56)]",2021-03-22,Speed,I do not love this film but would still show up,9,,
1018," [Speed (1994, 1:56)]",2021-03-22,Speed,I would NOT come to watch this film,1,,
1669," [Speed (1994, 1:56)]",2021-03-22,Speed,I would REALLY LIKE to watch this film,5,,
384," [Super Mario Bros (1993, 1:45)]",2021-03-22,SuperMarioBros,I do not love this film but would still show up,8,,
1035," [Super Mario Bros (1993, 1:45)]",2021-03-22,SuperMarioBros,I would NOT come to watch this film,1,,
1686," [Super Mario Bros (1993, 1:45)]",2021-03-22,SuperMarioBros,I would REALLY LIKE to watch this film,6,,
451," [The Mouse That Roared (1959, 1:20)]",2021-03-22,TheMouseThatRoared,I do not love this film but would still show up,8,,
1102," [The Mouse That Roared (1959, 1:20)]",2021-03-22,TheMouseThatRoared,I would NOT come to watch this film,5,,
1753," [The Mouse That Roared (1959, 1:20)]",2021-03-22,TheMouseThatRoared,I would REALLY LIKE to watch this film,2,,
461," [The Producers (2005, 2:14)]",2021-03-22,TheProducers,I do not love this film but would still show up,9,,
1112," [The Producers (2005, 2:14)]",2021-03-22,TheProducers,I would NOT come to watch this film,5,,
1763," [The Producers (2005, 2:14)]",2021-03-22,TheProducers,I would REALLY LIKE to watch this film,1,,
520," [Vampire Academy (2014, 1:44)]",2021-03-22,VampireAcademy,I do not love this film but would still show up,5,,
1171," [Vampire Academy (2014, 1:44)]",2021-03-22,VampireAcademy,I would NOT come to watch this film,3,,
1822," [Vampire Academy (2014, 1:44)]",2021-03-22,VampireAcademy,I would REALLY LIKE to watch this film,7,,
195," [It's a Mad Mad Mad Mad World (1963, 3:17)]",2021-03-29,Mad3World,I do not love this film but would still show up,4,,
846," [It's a Mad Mad Mad Mad World (1963, 3:17)]",2021-03-29,Mad3World,I would NOT come to watch this film,7,,
1497," [It's a Mad Mad Mad Mad World (1963, 3:17)]",2021-03-29,Mad3World,I would REALLY LIKE to watch this film,2,,
236," [Mannequin (1987, 1:30)]",2021-03-29,Mannequin,I do not love this film but would still show up,7,,
887," [Mannequin (1987, 1:30)]",2021-03-29,Mannequin,I would NOT come to watch this film,3,,
1538," [Mannequin (1987, 1:30)]",2021-03-29,Mannequin,I would REALLY LIKE to watch this film,3,,
247," [Minority Report (2002, 2:25)]",2021-03-29,MinorityReport,I do not love this film but would still show up,4,,
898," [Minority Report (2002, 2:25)]",2021-03-29,MinorityReport,I would NOT come to watch this film,3,,
1549," [Minority Report (2002, 2:25)]",2021-03-29,MinorityReport,I would REALLY LIKE to watch this film,6,,
363," [Space Jam (1996, 1:29)]",2021-03-29,SpaceJam,I do not love this film but would still show up,6,,
1014," [Space Jam (1996, 1:29)]",2021-03-29,SpaceJam,I would NOT come to watch this film,3,,
1665," [Space Jam (1996, 1:29)]",2021-03-29,SpaceJam,I would REALLY LIKE to watch this film,4,,
371," [Speed (1994, 1:56)]",2021-03-29,Speed,I do not love this film but would still show up,6,,
1022," [Speed (1994, 1:56)]",2021-03-29,Speed,I would NOT come to watch this film,3,,
1673," [Speed (1994, 1:56)]",2021-03-29,Speed,I would REALLY LIKE to watch this film,4,,
385," [Super Mario Bros (1993, 1:45)]",2021-03-29,SuperMarioBros,I do not love this film but would still show up,4,,
1036," [Super Mario Bros (1993, 1:45)]",2021-03-29,SuperMarioBros,I would NOT come to watch this film,1,,
1687," [Super Mario Bros (1993, 1:45)]",2021-03-29,SuperMarioBros,I would REALLY LIKE to watch this film,8,,
502," [Tremors (1990, 1:36)]",2021-03-29,Tremors,I do not love this film but would still show up,5,,
1153," [Tremors (1990, 1:36)]",2021-03-29,Tremors,I would NOT come to watch this film,4,,
1804," [Tremors (1990, 1:36)]",2021-03-29,Tremors,I would REALLY LIKE to watch this film,4,,
521," [Vampire Academy (2014, 1:44)]",2021-03-29,VampireAcademy,I do not love this film but would still show up,3,,
1172," [Vampire Academy (2014, 1:44)]",2021-03-29,VampireAcademy,I would NOT come to watch this film,2,,
1823," [Vampire Academy (2014, 1:44)]",2021-03-29,VampireAcademy,I would REALLY LIKE to watch this film,8,,
104," [Demolition Man (1993, 1:55)]",2021-04-05,DemolitionMan,I do not love this film but would still show up,4,,
755," [Demolition Man (1993, 1:55)]",2021-04-05,DemolitionMan,I would NOT come to watch this film,7,,
1406," [Demolition Man (1993, 1:55)]",2021-04-05,DemolitionMan,I would REALLY LIKE to watch this film,1,,
248," [Minority Report (2002, 2:25)]",2021-04-05,MinorityReport,I do not love this film but would still show up,5,,
899," [Minority Report (2002, 2:25)]",2021-04-05,MinorityReport,I would NOT come to watch this film,3,,
1550," [Minority Report (2002, 2:25)]",2021-04-05,MinorityReport,I would REALLY LIKE to watch this film,4,,
359," [Sonic the Hedgehog (2020, 1:39)]",2021-04-05,SonicTheHedgehog,I do not love this film but would still show up,5,,
